Elapsed time,ECG
1.530,0.073
1.535,0.089
1.540,-0.107
1.545,-0.005
1.550,0.132
1.555,-0.049
1.560,-0.092
1.565,0.091
1.570,0.011
1.575,-0.130
1.580,0.026
1.585,0.050
1.590,-0.141
1.595,-0.051
1.600,0.079
1.605,-0.103
1.610,-0.135
1.615,0.050
1.620,-0.043
1.625,-0.182
1.630,-0.015
1.635,0.022
1.640,-0.160
1.645,-0.073
1.650,0.072
1.655,-0.079
1.660,-0.098
1.665,0.097
1.670,0.031
1.675,-0.078
1.680,0.116
1.685,0.178
1.690,0.024
1.695,0.140
1.700,0.302
1.705,0.161
1.710,0.146
1.715,0.334
1.720,0.248
1.725,0.122
1.730,0.307
1.735,0.338
1.740,0.126
1.745,0.196
1.750,0.334
1.755,0.182
1.760,0.158
1.765,0.324
1.770,0.221
1.775,0.073
1.780,0.223
1.785,0.244
1.790,0.044
1.795,0.108
1.800,0.236
1.805,0.066
1.810,0.024
1.815,0.198
1.820,0.105
1.825,-0.047
1.830,0.102
1.835,0.132
1.840,-0.056
1.845,0.016
1.850,0.132
1.855,-0.050
1.860,-0.084
1.865,0.104
1.870,0.014
1.875,-0.128
1.880,0.034
1.885,0.063
1.890,-0.119
1.895,-0.035
1.900,0.084
1.905,-0.095
1.910,-0.128
1.915,0.056
1.920,-0.028
1.925,-0.169
1.930,-0.003
1.935,0.038
1.940,-0.147
1.945,-0.079
1.950,0.048
1.955,-0.111
1.960,-0.149
1.965,0.041
1.970,-0.030
1.975,-0.180
1.980,-0.028
1.985,0.014
1.990,-0.196
1.995,-0.148
2.000,-0.008
2.005,-0.178
2.010,-0.221
2.015,-0.035
2.020,-0.123
2.025,-0.259
2.030,-0.076
2.035,-0.009
2.040,-0.172
2.045,-0.097
2.050,0.043
2.055,-0.102
2.060,-0.118
2.065,0.062
2.070,-0.047
2.075,-0.166
2.080,0.050
2.085,0.108
2.090,-0.081
2.095,-0.021
2.100,0.116
2.105,-0.033
2.110,-0.071
2.115,0.117
2.120,0.035
2.125,-0.123
2.130,0.041
2.135,0.089
2.140,-0.103
2.145,-0.022
2.150,0.129
2.155,-0.042
2.160,-0.171
2.165,-0.224
2.170,-0.664
2.175,-1.169
2.180,-1.150
2.185,-0.844
2.190,-0.537
2.195,-0.043
2.200,0.416
2.205,0.419
2.210,0.334
2.215,0.441
2.220,0.316
2.225,0.125
2.230,0.254
2.235,0.263
2.240,0.031
2.245,0.079
2.250,0.216
2.255,0.048
2.260,-0.002
2.265,0.176
2.270,0.092
2.275,-0.054
2.280,0.101
2.285,0.136
2.290,-0.058
2.295,0.011
2.300,0.155
2.305,-0.012
2.310,-0.061
2.315,0.128
2.320,0.052
2.325,-0.097
2.330,0.063
2.335,0.103
2.340,-0.097
2.345,-0.034
2.350,0.103
2.355,-0.067
2.360,-0.122
2.365,0.057
2.370,-0.028
2.375,-0.187
2.380,-0.036
2.385,0.000
2.390,-0.200
2.395,-0.138
2.400,-0.002
2.405,-0.173
2.410,-0.224
2.415,-0.039
2.420,-0.113
2.425,-0.259
2.430,-0.100
2.435,-0.052
2.440,-0.232
2.445,-0.147
2.450,0.018
2.455,-0.122
2.460,-0.147
2.465,0.064
2.470,0.015
2.475,-0.105
2.480,0.082
2.485,0.153
2.490,-0.018
2.495,0.069
2.500,0.234
2.505,0.088
2.510,0.046
2.515,0.240
2.520,0.178
2.525,0.033
2.530,0.193
2.535,0.240
2.540,0.045
2.545,0.110
2.550,0.253
2.555,0.086
2.560,0.031
2.565,0.214
2.570,0.140
2.575,-0.014
2.580,0.138
2.585,0.179
2.590,-0.016
2.595,0.049
2.600,0.190
2.605,0.024
2.610,-0.032
2.615,0.151
2.620,0.082
2.625,-0.066
2.630,0.088
2.635,0.127
2.640,-0.064
2.645,0.006
2.650,0.144
2.655,-0.024
2.660,-0.076
2.665,0.110
2.670,0.040
2.675,-0.105
2.680,0.052
2.685,0.099
2.690,-0.089
2.695,-0.025
2.700,0.121
2.705,-0.035
2.710,-0.087
2.715,0.101
2.720,0.036
2.725,-0.112
2.730,0.045
2.735,0.088
2.740,-0.113
2.745,-0.063
2.750,0.075
2.755,-0.080
2.760,-0.134
2.765,0.048
2.770,-0.010
2.775,-0.163
2.780,-0.032
2.785,0.017
2.790,-0.156
2.795,-0.078
2.800,0.094
2.805,-0.045
2.810,-0.096
2.815,0.101
2.820,0.048
2.825,-0.092
2.830,0.081
2.835,0.149
2.840,-0.034
2.845,0.032
2.850,0.184
2.855,0.025
2.860,-0.032
2.865,0.157
2.870,0.088
2.875,-0.072
2.880,0.080
2.885,0.136
2.890,-0.058
2.895,0.001
2.900,0.152
2.905,-0.016
2.910,-0.077
2.915,0.126
2.920,0.061
2.925,-0.172
2.930,-0.238
2.935,-0.540
2.940,-1.102
2.945,-1.185
2.950,-0.769
2.955,-0.428
2.960,-0.067
2.965,0.412
2.970,0.502
2.975,0.327
2.980,0.402
2.985,0.395
2.990,0.144
2.995,0.162
3.000,0.284
3.005,0.093
3.010,0.013
3.015,0.196
3.020,0.129
3.025,-0.026
3.030,0.127
3.035,0.183
3.040,-0.010
3.045,0.038
3.050,0.183
3.055,0.023
3.060,-0.044
3.065,0.141
3.070,0.084
3.075,-0.073
3.080,0.068
3.085,0.120
3.090,-0.076
3.095,-0.023
3.100,0.127
3.105,-0.035
3.110,-0.108
3.115,0.070
3.120,0.005
3.125,-0.157
3.130,-0.015
3.135,0.034
3.140,-0.167
3.145,-0.117
3.150,0.029
3.155,-0.138
3.160,-0.208
3.165,-0.027
3.170,-0.095
3.175,-0.256
3.180,-0.101
3.185,-0.033
3.190,-0.223
3.195,-0.160
3.200,0.014
3.205,-0.131
3.210,-0.193
3.215,0.027
3.220,-0.002
3.225,-0.155
3.230,0.029
3.235,0.133
3.240,-0.050
3.245,0.023
3.250,0.230
3.255,0.096
3.260,0.026
3.265,0.246
3.270,0.216
3.275,0.046
3.280,0.203
3.285,0.285
3.290,0.080
3.295,0.127
3.300,0.298
3.305,0.133
3.310,0.045
3.315,0.242
3.320,0.190
3.325,0.007
3.330,0.155
3.335,0.231
3.340,0.020
3.345,0.058
3.350,0.228
3.355,0.067
3.360,-0.026
3.365,0.154
3.370,0.100
3.375,-0.063
3.380,0.082
3.385,0.146
3.390,-0.049
3.395,-0.003
3.400,0.155
3.405,0.001
3.410,-0.072
3.415,0.116
3.420,0.056
3.425,-0.111
3.430,0.040
3.435,0.107
3.440,-0.087
3.445,-0.039
3.450,0.122
3.455,-0.030
3.460,-0.105
3.465,0.088
3.470,0.037
3.475,-0.127
3.480,0.022
3.485,0.090
3.490,-0.107
3.495,-0.062
3.500,0.096
3.505,-0.064
3.510,-0.159
3.515,0.012
3.520,-0.037
3.525,-0.195
3.530,-0.049
3.535,0.022
3.540,-0.187
3.545,-0.167
3.550,-0.003
3.555,-0.132
3.560,-0.181
3.565,0.032
3.570,-0.001
3.575,-0.151
3.580,0.005
3.585,0.086
3.590,-0.095
3.595,-0.039
3.600,0.137
3.605,0.002
3.610,-0.065
3.615,0.129
3.620,0.083
3.625,-0.083
3.630,0.059
3.635,0.128
3.640,-0.068
3.645,-0.025
3.650,0.139
3.655,-0.013
3.660,-0.091
3.665,0.100
3.670,0.052
3.675,-0.113
3.680,0.041
3.685,0.109
3.690,-0.162
3.695,-0.345
3.700,-0.539
3.705,-1.047
3.710,-1.262
3.715,-0.803
3.720,-0.340
3.725,-0.084
3.730,0.342
3.735,0.567
3.740,0.356
3.745,0.313
3.750,0.405
3.755,0.199
3.760,0.088
3.765,0.250
3.770,0.167
3.775,-0.018
3.780,0.122
3.785,0.189
3.790,-0.015
3.795,0.018
3.800,0.182
3.805,0.033
3.810,-0.054
3.815,0.136
3.820,0.092
3.825,-0.086
3.830,0.052
3.835,0.123
3.840,-0.081
3.845,-0.043
3.850,0.120
3.855,-0.030
3.860,-0.117
3.865,0.069
3.870,0.022
3.875,-0.155
3.880,-0.018
3.885,0.057
3.890,-0.146
3.895,-0.127
3.900,0.032
3.905,-0.117
3.910,-0.210
3.915,-0.025
3.920,-0.070
3.925,-0.255
3.930,-0.118
3.935,-0.035
3.940,-0.233
3.945,-0.200
3.950,-0.029
3.955,-0.172
3.960,-0.253
3.965,-0.047
3.970,-0.067
3.975,-0.229
3.980,-0.075
3.985,0.031
3.990,-0.138
3.995,-0.077
4.000,0.121
4.005,0.004
4.010,-0.054
4.015,0.164
4.020,0.146
4.025,-0.010
4.030,0.150
4.035,0.251
4.040,0.066
4.045,0.104
4.050,0.275
4.055,0.135
4.060,0.046
4.065,0.234
4.070,0.194
4.075,0.018
4.080,0.153
4.085,0.229
4.090,0.031
4.095,0.059
4.100,0.218
4.105,0.068
4.110,-0.024
4.115,0.162
4.120,0.123
4.125,-0.054
4.130,0.080
4.135,0.159
4.140,-0.042
4.145,-0.015
4.150,0.156
4.155,0.015
4.160,-0.076
4.165,0.115
4.170,0.080
4.175,-0.096
4.180,0.042
4.185,0.128
4.190,-0.066
4.195,-0.038
4.200,0.133
4.205,-0.009
4.210,-0.098
4.215,0.099
4.220,0.069
4.225,-0.105
4.230,0.037
4.235,0.129
4.240,-0.067
4.245,-0.043
4.250,0.133
4.255,-0.002
4.260,-0.096
4.265,0.093
4.270,0.062
4.275,-0.120
4.280,-0.005
4.285,0.064
4.290,-0.127
4.295,-0.096
4.300,0.072
4.305,-0.069
4.310,-0.165
4.315,0.010
4.320,-0.031
4.325,-0.200
4.330,-0.051
4.335,0.063
4.340,-0.107
4.345,-0.072
4.350,0.110
4.355,-0.013
4.360,-0.096
4.365,0.102
4.370,0.088
4.375,-0.074
4.380,0.071
4.385,0.165
4.390,-0.032
4.395,-0.011
4.400,0.155
4.405,0.024
4.410,-0.058
4.415,0.125
4.420,0.089
4.425,-0.085
4.430,0.048
4.435,0.131
4.440,-0.065
4.445,-0.041
4.450,0.136
4.455,0.010
4.460,-0.097
4.465,-0.023
4.470,-0.310
4.475,-0.848
4.480,-1.048
4.485,-0.989
4.490,-0.819
4.495,-0.313
4.500,0.233
4.505,0.359
4.510,0.370
4.515,0.504
4.520,0.400
4.525,0.159
4.530,0.231
4.535,0.289
4.540,0.065
4.545,0.056
4.550,0.216
4.555,0.075
4.560,-0.030
4.565,0.151
4.570,0.124
4.575,-0.049
4.580,0.080
4.585,0.167
4.590,-0.031
4.595,-0.014
4.600,0.156
4.605,0.020
4.610,-0.079
4.615,0.099
4.620,0.068
4.625,-0.102
4.630,0.027
4.635,0.108
4.640,-0.087
4.645,-0.066
4.650,0.097
4.655,-0.043
4.660,-0.141
4.665,0.041
4.670,0.009
4.675,-0.176
4.680,-0.055
4.685,0.030
4.690,-0.175
4.695,-0.168
4.700,0.008
4.705,-0.130
4.710,-0.241
4.715,-0.047
4.720,-0.059
4.725,-0.239
4.730,-0.114
4.735,-0.024
4.740,-0.202
4.745,-0.161
4.750,0.030
4.755,-0.083
4.760,-0.161
4.765,0.041
4.770,0.043
4.775,-0.098
4.780,0.055
4.785,0.171
4.790,0.009
4.795,0.058
4.800,0.251
4.805,0.129
4.810,0.046
4.815,0.241
4.820,0.220
4.825,0.046
4.830,0.166
4.835,0.253
4.840,0.074
4.845,0.097
4.850,0.258
4.855,0.117
4.860,0.017
4.865,0.202
4.870,0.172
4.875,-0.012
4.880,0.115
4.885,0.206
4.890,0.008
4.895,0.020
4.900,0.190
4.905,0.057
4.910,-0.049
4.915,0.130
4.920,0.107
4.925,-0.075
4.930,0.044
4.935,0.135
4.940,-0.052
4.945,-0.033
4.950,0.145
4.955,0.019
4.960,-0.083
4.965,0.099
4.970,0.077
4.975,-0.098
4.980,0.026
4.985,0.117
4.990,-0.072
4.995,-0.055
5.000,0.117
5.005,-0.011
5.010,-0.105
5.015,0.080
5.020,0.057
5.025,-0.119
5.030,0.008
5.035,0.094
5.040,-0.118
5.045,-0.112
5.050,0.069
5.055,-0.070
5.060,-0.184
5.065,0.006
5.070,-0.014
5.075,-0.218
5.080,-0.096
5.085,0.030
5.090,-0.138
5.095,-0.109
5.100,0.079
5.105,-0.041
5.110,-0.132
5.115,0.067
5.120,0.058
5.125,-0.105
5.130,0.038
5.135,0.145
5.140,-0.038
5.145,-0.021
5.150,0.160
5.155,0.033
5.160,-0.078
5.165,0.111
5.170,0.103
5.175,-0.081
5.180,0.037
5.185,0.132
5.190,-0.067
5.195,-0.058
5.200,0.134
5.205,0.031
5.210,-0.059
5.215,0.130
5.220,0.073
5.225,-0.283
5.230,-0.482
5.235,-0.773
5.240,-1.243
5.245,-1.150
5.250,-0.539
5.255,-0.198
5.260,0.054
5.265,0.493
5.270,0.530
5.275,0.276
5.280,0.348
5.285,0.394
5.290,0.146
5.295,0.122
5.300,0.263
5.305,0.098
5.310,-0.025
5.315,0.161
5.320,0.149
5.325,-0.035
5.330,0.082
5.335,0.180
5.340,-0.018
5.345,-0.009
5.350,0.172
5.355,0.036
5.360,-0.081
5.365,0.107
5.370,0.089
5.375,-0.106
5.380,0.013
5.385,0.124
5.390,-0.070
5.395,-0.076
5.400,0.098
5.405,-0.026
5.410,-0.140
5.415,0.034
5.420,0.012
5.425,-0.179
5.430,-0.063
5.435,0.040
5.440,-0.157
5.445,-0.158
5.450,0.017
5.455,-0.110
5.460,-0.226
5.465,-0.045
5.470,-0.056
5.475,-0.243
5.480,-0.124
5.485,-0.011
5.490,-0.194
5.495,-0.183
5.500,0.011
5.505,-0.102
5.510,-0.207
5.515,0.003
5.520,0.022
5.525,-0.145
5.530,-0.007
5.535,0.125
5.540,-0.038
5.545,-0.013
5.550,0.191
5.555,0.095
5.560,0.001
5.565,0.199
5.570,0.202
5.575,0.021
5.580,0.140
5.585,0.255
5.590,0.070
5.595,0.070
5.600,0.252
5.605,0.126
5.610,0.005
5.615,0.187
5.620,0.177
5.625,-0.014
5.630,0.097
5.635,0.204
5.640,0.010
5.645,0.004
5.650,0.182
5.655,0.058
5.660,-0.062
5.665,0.122
5.670,0.116
5.675,-0.076
5.680,0.036
5.685,0.144
5.690,-0.049
5.695,-0.048
5.700,0.138
5.705,0.019
5.710,-0.101
5.715,0.085
5.720,0.087
5.725,-0.104
5.730,0.010
5.735,0.127
5.740,-0.063
5.745,-0.065
5.750,0.122
5.755,0.004
5.760,-0.111
5.765,0.074
5.770,0.068
5.775,-0.119
5.780,-0.004
5.785,0.113
5.790,-0.078
5.795,-0.106
5.800,0.062
5.805,-0.054
5.810,-0.172
5.815,0.014
5.820,0.015
5.825,-0.179
5.830,-0.085
5.835,0.017
5.840,-0.160
5.845,-0.146
5.850,0.059
5.855,-0.034
5.860,-0.142
5.865,0.052
5.870,0.069
5.875,-0.112
5.880,0.006
5.885,0.141
5.890,-0.033
5.895,-0.034
5.900,0.159
5.905,0.048
5.910,-0.065
5.915,0.124
5.920,0.123
5.925,-0.070
5.930,0.042
5.935,0.161
5.940,-0.029
5.945,-0.040
5.950,0.139
5.955,0.023
5.960,-0.090
5.965,0.105
5.970,0.109
5.975,-0.106
5.980,-0.128
5.985,-0.302
5.990,-0.877
5.995,-1.210
6.000,-1.030
6.005,-0.749
6.010,-0.362
6.015,0.211
6.020,0.479
6.025,0.381
6.030,0.429
6.035,0.470
6.040,0.218
6.045,0.160
6.050,0.320
6.055,0.173
6.060,0.017
6.065,0.186
6.070,0.182
6.075,-0.017
6.080,0.080
6.085,0.194
6.090,0.007
6.095,-0.011
6.100,0.171
6.105,0.063
6.110,-0.067
6.115,0.110
6.120,0.112
6.125,-0.088
6.130,0.012
6.135,0.131
6.140,-0.061
6.145,-0.076
6.150,0.116
6.155,0.001
6.160,-0.137
6.165,0.025
6.170,0.012
6.175,-0.180
6.180,-0.088
6.185,0.008
6.190,-0.164
6.195,-0.163
6.200,-0.012
6.205,-0.132
6.210,-0.226
6.215,-0.063
6.220,-0.081
6.225,-0.248
6.230,-0.142
6.235,-0.044
6.240,-0.212
6.245,-0.205
6.250,-0.025
6.255,-0.118
6.260,-0.211
6.265,-0.032
6.270,-0.018
6.275,-0.162
6.280,-0.033
6.285,0.091
6.290,-0.049
6.295,-0.019
6.300,0.168
6.305,0.084
6.310,0.006
6.315,0.185
6.320,0.193
6.325,0.043
6.330,0.156
6.335,0.258
6.340,0.096
6.345,0.100
6.350,0.258
6.355,0.155
6.360,0.052
6.365,0.213
6.370,0.207
6.375,0.037
6.380,0.133
6.385,0.222
6.390,0.049
6.395,0.050
6.400,0.205
6.405,0.091
6.410,-0.012
6.415,0.144
6.420,0.130
6.425,-0.032
6.430,0.074
6.435,0.167
6.440,-0.003
6.445,-0.004
6.450,0.155
6.455,0.048
6.460,-0.058
6.465,0.105
6.470,0.104
6.475,-0.060
6.480,0.040
6.485,0.129
6.490,-0.043
6.495,-0.035
6.500,0.129
6.505,0.024
6.510,-0.075
6.515,0.089
6.520,0.084
6.525,-0.087
6.530,0.012
6.535,0.115
6.540,-0.047
6.545,-0.056
6.550,0.083
6.555,-0.040
6.560,-0.143
6.565,0.025
6.570,0.017
6.575,-0.158
6.580,-0.066
6.585,0.017
6.590,-0.150
6.595,-0.138
6.600,0.032
6.605,-0.048
6.610,-0.124
6.615,0.051
6.620,0.058
6.625,-0.105
6.630,0.000
6.635,0.118
6.640,-0.034
6.645,-0.026
6.650,0.153
6.655,0.050
6.660,-0.061
6.665,0.105
6.670,0.108
6.675,-0.064
6.680,0.032
6.685,0.136
6.690,-0.036
6.695,-0.045
6.700,0.128
6.705,0.025
6.710,-0.097
6.715,0.060
6.720,0.069
6.725,-0.090
6.730,-0.035
6.735,-0.122
6.740,-0.624
6.745,-1.008
6.750,-1.054
6.755,-0.976
6.760,-0.610
6.765,0.009
6.770,0.330
6.775,0.344
6.780,0.454
6.785,0.484
6.790,0.247
6.795,0.173
6.800,0.301
6.805,0.173
6.810,0.026
6.815,0.173
6.820,0.174
6.825,-0.006
6.830,0.082
6.835,0.184
6.840,0.016
6.845,0.006
6.850,0.167
6.855,0.061
6.860,-0.061
6.865,0.097
6.870,0.105
6.875,-0.075
6.880,0.020
6.885,0.132
6.890,-0.043
6.895,-0.063
6.900,0.105
6.905,-0.001
6.910,-0.129
6.915,0.028
6.920,0.035
6.925,-0.145
6.930,-0.057
6.935,0.052
6.940,-0.129
6.945,-0.157
6.950,0.010
6.955,-0.097
6.960,-0.229
6.965,-0.069
6.970,-0.066
6.975,-0.243
6.980,-0.146
6.985,-0.038
6.990,-0.200
6.995,-0.204
7.000,-0.035
7.005,-0.125
7.010,-0.220
7.015,-0.041
7.020,-0.018
7.025,-0.172
7.030,-0.053
7.035,0.084
7.040,-0.059
7.045,-0.041
7.050,0.163
7.055,0.088
7.060,-0.007
7.065,0.181
7.070,0.210
7.075,0.047
7.080,0.148
7.085,0.267
7.090,0.102
7.095,0.093
7.100,0.268
7.105,0.170
7.110,0.045
7.115,0.204
7.120,0.216
7.125,0.031
7.130,0.110
7.135,0.223
7.140,0.055
7.145,0.031
7.150,0.197
7.155,0.099
7.160,-0.027
7.165,0.126
7.170,0.133
7.175,-0.047
7.180,0.040
7.185,0.158
7.190,-0.013
7.195,-0.039
7.200,0.133
7.205,0.042
7.210,-0.081
7.215,0.082
7.220,0.098
7.225,-0.084
7.230,0.006
7.235,0.126
7.240,-0.044
7.245,-0.061
7.250,0.120
7.255,0.027
7.260,-0.101
7.265,0.057
7.270,0.073
7.275,-0.109
7.280,-0.025
7.285,0.087
7.290,-0.097
7.295,-0.133
7.300,0.044
7.305,-0.050
7.310,-0.183
7.315,-0.017
7.320,0.003
7.325,-0.198
7.330,-0.122
7.335,0.016
7.340,-0.134
7.345,-0.138
7.350,0.062
7.355,-0.019
7.360,-0.140
7.365,0.040
7.370,0.078
7.375,-0.095
7.380,0.007
7.385,0.147
7.390,-0.009
7.395,-0.031
7.400,0.147
7.405,0.062
7.410,-0.068
7.415,0.089
7.420,0.113
7.425,-0.066
7.430,0.018
7.435,0.144
7.440,-0.028
7.445,-0.059
7.450,0.120
7.455,0.032
7.460,-0.089
7.465,0.082
7.470,0.074
7.475,-0.250
7.480,-0.458
7.485,-0.709
7.490,-1.145
7.495,-1.106
7.500,-0.522
7.505,-0.136
7.510,0.086
7.515,0.472
7.520,0.556
7.525,0.306
7.530,0.303
7.535,0.356
7.540,0.145
7.545,0.090
7.550,0.230
7.555,0.112
7.560,-0.025
7.565,0.131
7.570,0.146
7.575,-0.040
7.580,0.039
7.585,0.167
7.590,-0.002
7.595,-0.045
7.600,0.126
7.605,0.039
7.610,-0.094
7.615,0.066
7.620,0.088
7.625,-0.098
7.630,-0.015
7.635,0.110
7.640,-0.064
7.645,-0.101
7.650,0.072
7.655,-0.018
7.660,-0.154
7.665,0.007
7.670,0.029
7.675,-0.166
7.680,-0.099
7.685,0.026
7.690,-0.141
7.695,-0.180
7.700,-0.006
7.705,-0.096
7.710,-0.234
7.715,-0.071
7.720,-0.038
7.725,-0.227
7.730,-0.155
7.735,-0.019
7.740,-0.169
7.745,-0.195
7.750,-0.006
7.755,-0.071
7.760,-0.190
7.765,-0.018
7.770,0.034
7.775,-0.118
7.780,-0.016
7.785,0.142
7.790,0.008
7.795,-0.009
7.800,0.191
7.805,0.132
7.810,0.013
7.815,0.190
7.820,0.239
7.825,0.064
7.830,0.141
7.835,0.275
7.840,0.117
7.845,0.079
7.850,0.256
7.855,0.180
7.860,0.037
7.865,0.184
7.870,0.220
7.875,0.031
7.880,0.093
7.885,0.214
7.890,0.046
7.895,0.009
7.900,0.191
7.905,0.110
7.910,-0.037
7.915,0.112
7.920,0.149
7.925,-0.038
7.930,0.027
7.935,0.165
7.940,0.005
7.945,-0.047
7.950,0.132
7.955,0.063
7.960,-0.074
7.965,0.078
7.970,0.111
7.975,-0.075
7.980,0.000
7.985,0.139
7.990,-0.022
7.995,-0.067
8.000,0.112
8.005,0.034
8.010,-0.111
8.015,0.045
8.020,0.083
8.025,-0.119
8.030,-0.066
8.035,0.072
8.040,-0.088
8.045,-0.135
8.050,0.047
8.055,-0.025
8.060,-0.183
8.065,-0.053
8.070,-0.014
8.075,-0.184
8.080,-0.097
8.085,0.069
8.090,-0.074
8.095,-0.112
8.100,0.083
8.105,0.020
8.110,-0.120
8.115,0.043
8.120,0.094
8.125,-0.074
8.130,0.010
8.135,0.147
8.140,-0.004
8.145,-0.036
8.150,0.135
8.155,0.051
8.160,-0.087
8.165,0.061
8.170,0.097
8.175,-0.069
8.180,0.002
8.185,0.123
8.190,-0.026
8.195,-0.050
8.200,0.132
8.205,0.052
8.210,-0.147
8.215,-0.210
8.220,-0.541
8.225,-1.095
8.230,-1.193
8.235,-0.839
8.240,-0.507
8.245,-0.106
8.250,0.386
8.255,0.495
8.260,0.351
8.265,0.417
