Elapsed time,ECG
13.295,0.040
13.300,0.041
13.305,0.157
13.310,0.073
13.315,-0.005
13.320,0.114
13.325,0.104
13.330,-0.021
13.335,0.054
13.340,0.122
13.345,-0.006
13.350,-0.004
13.355,0.113
13.360,0.029
13.365,-0.046
13.370,0.078
13.375,0.074
13.380,-0.049
13.385,0.026
13.390,0.098
13.395,-0.029
13.400,-0.029
13.405,0.091
13.410,0.012
13.415,-0.062
13.420,0.060
13.425,0.053
13.430,-0.071
13.435,0.005
13.440,0.073
13.445,-0.053
13.450,-0.048
13.455,0.069
13.460,-0.015
13.465,-0.085
13.470,0.039
13.475,0.031
13.480,-0.091
13.485,-0.010
13.490,0.059
13.495,-0.069
13.500,-0.065
13.505,0.056
13.510,-0.026
13.515,-0.097
13.520,0.029
13.525,0.022
13.530,-0.099
13.535,-0.018
13.540,0.051
13.545,-0.073
13.550,-0.067
13.555,0.053
13.560,-0.026
13.565,-0.099
13.570,0.020
13.575,0.008
13.580,-0.117
13.585,-0.034
13.590,0.035
13.595,-0.093
13.600,-0.086
13.605,0.034
13.610,-0.052
13.615,-0.136
13.620,-0.027
13.625,-0.035
13.630,-0.152
13.635,-0.078
13.640,-0.010
13.645,-0.118
13.650,-0.094
13.655,0.043
13.660,-0.015
13.665,-0.061
13.670,0.078
13.675,0.074
13.680,-0.048
13.685,0.035
13.690,0.109
13.695,-0.013
13.700,-0.007
13.705,0.113
13.710,0.037
13.715,-0.012
13.720,0.147
13.725,0.133
13.730,-0.088
13.735,-0.206
13.740,-0.419
13.745,-0.785
13.750,-0.786
13.755,-0.422
13.760,-0.180
13.765,0.010
13.770,0.270
13.775,0.282
13.780,0.145
13.785,0.211
13.790,0.253
13.795,0.106
13.800,0.107
13.805,0.222
13.810,0.133
13.815,0.055
13.820,0.170
13.825,0.154
13.830,0.027
13.835,0.101
13.840,0.166
13.845,0.037
13.850,0.036
13.855,0.151
13.860,0.066
13.865,-0.010
13.870,0.107
13.875,0.094
13.880,-0.033
13.885,0.041
13.890,0.108
13.895,-0.021
13.900,-0.021
13.905,0.094
13.910,0.007
13.915,-0.069
13.920,0.049
13.925,0.035
13.930,-0.095
13.935,-0.023
13.940,0.037
13.945,-0.096
13.950,-0.098
13.955,0.015
13.960,-0.073
13.965,-0.151
13.970,-0.035
13.975,-0.045
13.980,-0.168
13.985,-0.092
13.990,-0.022
13.995,-0.141
14.000,-0.124
14.005,0.011
14.010,-0.047
14.015,-0.090
14.020,0.057
14.025,0.071
14.030,-0.031
14.035,0.066
14.040,0.149
14.045,0.032
14.050,0.045
14.055,0.170
14.060,0.089
14.065,0.016
14.070,0.139
14.075,0.132
14.080,0.008
14.085,0.083
14.090,0.149
14.095,0.020
14.100,0.020
14.105,0.136
14.110,0.053
14.115,-0.019
14.120,0.102
14.125,0.090
14.130,-0.034
14.135,0.044
14.140,0.111
14.145,-0.015
14.150,-0.009
14.155,0.109
14.160,0.025
14.165,-0.049
14.170,0.064
14.175,0.050
14.180,-0.069
14.185,0.011
14.190,0.081
14.195,-0.037
14.200,-0.030
14.205,0.096
14.210,0.018
14.215,-0.061
14.220,0.055
14.225,0.041
14.230,-0.082
14.235,-0.001
14.240,0.067
14.245,-0.061
14.250,-0.063
14.255,0.051
14.260,-0.030
14.265,-0.103
14.270,0.021
14.275,0.016
14.280,-0.109
14.285,-0.031
14.290,0.041
14.295,-0.086
14.300,-0.081
14.305,0.044
14.310,-0.035
14.315,-0.106
14.320,0.018
14.325,0.009
14.330,-0.111
14.335,-0.025
14.340,0.047
14.345,-0.076
14.350,-0.070
14.355,0.051
14.360,-0.030
14.365,-0.099
14.370,0.026
14.375,0.021
14.380,-0.097
14.385,-0.014
14.390,0.058
14.395,-0.065
14.400,-0.055
14.405,0.065
14.410,-0.013
14.415,-0.080
14.420,0.044
14.425,0.032
14.430,-0.094
14.435,-0.014
14.440,0.057
14.445,-0.071
14.450,-0.069
14.455,0.050
14.460,-0.032
14.465,-0.107
14.470,0.003
14.475,-0.020
14.480,-0.142
14.485,-0.057
14.490,0.008
14.495,-0.115
14.500,-0.093
14.505,0.041
14.510,-0.026
14.515,-0.071
14.520,0.076
14.525,0.077
14.530,-0.041
14.535,0.040
14.540,0.108
14.545,-0.017
14.550,-0.010
14.555,0.108
14.560,0.029
14.565,-0.029
14.570,0.122
14.575,0.138
14.580,-0.019
14.585,-0.059
14.590,-0.200
14.595,-0.604
14.600,-0.777
14.605,-0.568
14.610,-0.358
14.615,-0.123
14.620,0.213
14.625,0.281
14.630,0.148
14.635,0.214
14.640,0.265
14.645,0.106
14.650,0.092
14.655,0.207
14.660,0.118
14.665,0.041
14.670,0.158
14.675,0.143
14.680,0.019
14.685,0.095
14.690,0.156
14.695,0.024
14.700,0.026
14.705,0.140
14.710,0.055
14.715,-0.016
14.720,0.104
14.725,0.092
14.730,-0.035
14.735,0.037
14.740,0.105
14.745,-0.023
14.750,-0.023
14.755,0.091
14.760,0.005
14.765,-0.068
14.770,0.051
14.775,0.036
14.780,-0.089
14.785,-0.014
14.790,0.046
14.795,-0.085
14.800,-0.088
14.805,0.024
14.810,-0.066
14.815,-0.146
14.820,-0.027
14.825,-0.039
14.830,-0.165
14.835,-0.087
14.840,-0.017
14.845,-0.139
14.850,-0.127
14.855,0.002
14.860,-0.061
14.865,-0.107
14.870,0.043
14.875,0.060
14.880,-0.040
14.885,0.061
14.890,0.145
14.895,0.031
14.900,0.046
14.905,0.170
14.910,0.091
14.915,0.024
14.920,0.148
14.925,0.138
14.930,0.015
14.935,0.095
14.940,0.162
14.945,0.034
14.950,0.036
14.955,0.150
14.960,0.066
14.965,-0.005
14.970,0.114
14.975,0.105
14.980,-0.015
14.985,0.061
14.990,0.123
14.995,-0.006
15.000,-0.002
15.005,0.113
15.010,0.026
15.015,-0.048
15.020,0.076
15.025,0.068
15.030,-0.056
15.035,0.020
15.040,0.084
15.045,-0.046
15.050,-0.039
15.055,0.076
15.060,-0.011
15.065,-0.080
15.070,0.043
15.075,0.033
15.080,-0.087
15.085,-0.005
15.090,0.061
15.095,-0.066
15.100,-0.059
15.105,0.061
15.110,-0.020
15.115,-0.090
15.120,0.031
15.125,0.023
15.130,-0.095
15.135,-0.014
15.140,0.052
15.145,-0.072
15.150,-0.063
15.155,0.056
15.160,-0.027
15.165,-0.095
15.170,0.029
15.175,0.022
15.180,-0.096
15.185,-0.013
15.190,0.055
15.195,-0.072
15.200,-0.066
15.205,0.054
15.210,-0.026
15.215,-0.092
15.220,0.032
15.225,0.020
15.230,-0.101
15.235,-0.015
15.240,0.055
15.245,-0.076
15.250,-0.074
15.255,0.040
15.260,-0.043
15.265,-0.111
15.270,0.013
15.275,0.007
15.280,-0.110
15.285,-0.031
15.290,0.025
15.295,-0.117
15.300,-0.117
15.305,0.003
15.310,-0.085
15.315,-0.159
15.320,-0.022
15.325,-0.013
15.330,-0.115
15.335,-0.006
15.340,0.088
15.345,-0.022
15.350,-0.010
15.355,0.110
15.360,0.029
15.365,-0.043
15.370,0.079
15.375,0.073
15.380,-0.044
15.385,0.047
15.390,0.142
15.395,0.052
15.400,0.048
15.405,0.062
15.410,-0.221
15.415,-0.571
15.420,-0.680
15.425,-0.685
15.430,-0.568
15.435,-0.182
15.440,0.138
15.445,0.146
15.450,0.178
15.455,0.294
15.460,0.205
15.465,0.108
15.470,0.209
15.475,0.196
15.480,0.071
15.485,0.144
15.490,0.205
15.495,0.076
15.500,0.077
15.505,0.185
15.510,0.097
15.515,0.024
15.520,0.139
15.525,0.123
15.530,-0.003
15.535,0.075
15.540,0.141
15.545,0.010
15.550,0.012
15.555,0.128
15.560,0.042
15.565,-0.033
15.570,0.084
15.575,0.069
15.580,-0.058
15.585,0.016
15.590,0.079
15.595,-0.049
15.600,-0.044
15.605,0.067
15.610,-0.025
15.615,-0.102
15.620,0.013
15.625,-0.003
15.630,-0.131
15.635,-0.058
15.640,0.003
15.645,-0.131
15.650,-0.132
15.655,-0.016
15.660,-0.098
15.665,-0.165
15.670,-0.033
15.675,-0.031
15.680,-0.134
15.685,-0.031
15.690,0.056
15.695,-0.050
15.700,-0.021
15.705,0.116
15.710,0.046
15.715,-0.011
15.720,0.125
15.725,0.123
15.730,0.005
15.735,0.088
15.740,0.157
15.745,0.032
15.750,0.037
15.755,0.152
15.760,0.065
15.765,-0.005
15.770,0.119
15.775,0.108
15.780,-0.017
15.785,0.059
15.790,0.124
15.795,-0.004
15.800,0.002
15.805,0.119
15.810,0.034
15.815,-0.036
15.820,0.087
15.825,0.076
15.830,-0.046
15.835,0.036
15.840,0.104
15.845,-0.025
15.850,-0.020
15.855,0.099
15.860,0.016
15.865,-0.055
15.870,0.065
15.875,0.050
15.880,-0.073
15.885,0.010
15.890,0.077
15.895,-0.052
15.900,-0.047
15.905,0.068
15.910,-0.017
15.915,-0.086
15.920,0.038
15.925,0.030
15.930,-0.090
15.935,-0.011
15.940,0.055
15.945,-0.069
15.950,-0.062
15.955,0.057
15.960,-0.025
15.965,-0.095
15.970,0.028
15.975,0.016
15.980,-0.106
15.985,-0.021
15.990,0.052
15.995,-0.072
16.000,-0.063
16.005,0.055
16.010,-0.026
16.015,-0.092
16.020,0.031
16.025,0.020
16.030,-0.096
16.035,-0.012
16.040,0.055
16.045,-0.071
16.050,-0.060
16.055,0.061
16.060,-0.021
16.065,-0.090
16.070,0.031
16.075,0.023
16.080,-0.094
16.085,-0.015
16.090,0.053
16.095,-0.071
16.100,-0.062
16.105,0.060
16.110,-0.023
16.115,-0.091
16.120,0.035
16.125,0.023
16.130,-0.098
16.135,-0.014
16.140,0.057
16.145,-0.066
16.150,-0.057
16.155,0.063
16.160,-0.020
16.165,-0.088
16.170,0.039
16.175,0.029
16.180,-0.090
16.185,-0.006
16.190,0.061
16.195,-0.068
16.200,-0.063
16.205,0.052
16.210,-0.031
16.215,-0.098
16.220,0.023
16.225,0.012
16.230,-0.108
16.235,-0.027
16.240,0.031
16.245,-0.111
16.250,-0.112
16.255,0.006
16.260,-0.082
16.265,-0.154
16.270,-0.019
16.275,-0.010
16.280,-0.112
16.285,-0.005
16.290,0.091
16.295,-0.013
16.300,0.004
16.305,0.121
16.310,0.036
16.315,-0.033
16.320,0.093
16.325,0.084
16.330,-0.034
16.335,0.058
16.340,0.149
16.345,0.058
16.350,0.054
16.355,0.067
16.360,-0.221
16.365,-0.571
16.370,-0.683
16.375,-0.698
16.380,-0.566
16.385,-0.159
16.390,0.159
16.395,0.167
16.400,0.202
16.405,0.308
16.410,0.212
16.415,0.119
16.420,0.219
16.425,0.202
16.430,0.080
16.435,0.156
16.440,0.213
16.445,0.077
16.450,0.079
16.455,0.192
16.460,0.101
16.465,0.028
16.470,0.148
16.475,0.131
16.480,0.008
16.485,0.087
16.490,0.148
16.495,0.017
16.500,0.022
16.505,0.133
16.510,0.043
16.515,-0.028
16.520,0.091
16.525,0.075
16.530,-0.051
16.535,0.025
16.540,0.086
16.545,-0.046
16.550,-0.041
16.555,0.071
16.560,-0.020
16.565,-0.094
16.570,0.023
16.575,0.001
16.580,-0.127
16.585,-0.048
16.590,0.014
16.595,-0.122
16.600,-0.122
16.605,-0.010
16.610,-0.096
16.615,-0.164
16.620,-0.037
16.625,-0.043
16.630,-0.153
16.635,-0.056
16.640,0.027
16.645,-0.076
16.650,-0.044
16.655,0.093
16.660,0.027
16.665,-0.021
16.670,0.116
16.675,0.113
16.680,0.005
16.685,0.091
16.690,0.158
16.695,0.033
16.700,0.041
16.705,0.156
16.710,0.068
16.715,-0.001
16.720,0.118
16.725,0.099
16.730,-0.022
16.735,0.059
16.740,0.124
16.745,-0.002
16.750,0.004
16.755,0.117
16.760,0.032
16.765,-0.034
16.770,0.088
16.775,0.071
16.780,-0.053
16.785,0.030
16.790,0.098
16.795,-0.029
16.800,-0.033
16.805,0.049
16.810,-0.081
16.815,-0.175
16.820,-0.059
16.825,-0.070
16.830,-0.193
16.835,-0.141
16.840,-0.111
16.845,-0.215
16.850,-0.133
16.855,0.062
16.860,0.093
16.865,0.230
16.870,0.589
16.875,0.717
16.880,0.626
16.885,0.675
16.890,0.629
16.895,0.368
16.900,0.260
16.905,0.232
16.910,0.018
16.915,-0.124
16.920,-0.045
16.925,-0.090
16.930,-0.258
16.935,-0.229
16.940,-0.191
16.945,-0.327
16.950,-0.320
16.955,-0.200
16.960,-0.281
16.965,-0.344
16.970,-0.214
16.975,-0.221
16.980,-0.335
16.985,-0.243
16.990,-0.173
16.995,-0.295
17.000,-0.279
17.005,-0.159
17.010,-0.246
17.015,-0.313
17.020,-0.184
17.025,-0.195
17.030,-0.319
17.035,-0.236
17.040,-0.168
17.045,-0.295
17.050,-0.285
17.055,-0.167
17.060,-0.250
17.065,-0.310
17.070,-0.185
17.075,-0.199
17.080,-0.307
17.085,-0.201
17.090,-0.117
17.095,-0.226
17.100,-0.192
17.105,-0.049
17.110,-0.112
17.115,-0.150
17.120,0.017
17.125,0.045
17.130,-0.032
17.135,0.098
17.140,0.204
17.145,0.116
17.150,0.162
17.155,0.310
17.160,0.247
17.165,0.192
17.170,0.323
17.175,0.316
17.180,0.196
17.185,0.273
17.190,0.329
17.195,0.194
17.200,0.198
17.205,0.309
17.210,0.215
17.215,0.140
17.220,0.256
17.225,0.234
17.230,0.107
17.235,0.181
17.240,0.235
17.245,0.098
17.250,0.101
17.255,0.213
17.260,0.120
17.265,0.049
17.270,0.169
17.275,0.151
17.280,0.026
17.285,0.102
17.290,0.160
17.295,0.029
17.300,0.039
17.305,0.153
17.310,0.061
17.315,-0.011
17.320,0.111
17.325,0.095
17.330,-0.032
17.335,0.045
17.340,0.108
17.345,-0.021
17.350,-0.011
17.355,0.105
17.360,0.014
17.365,-0.055
17.370,0.069
17.375,0.051
17.380,-0.072
17.385,0.013
17.390,0.081
17.395,-0.046
17.400,-0.039
17.405,0.074
17.410,-0.013
17.415,-0.080
17.420,0.044
17.425,0.029
17.430,-0.092
17.435,-0.009
17.440,0.056
17.445,-0.072
17.450,-0.065
17.455,0.051
17.460,-0.034
17.465,-0.101
17.470,0.025
17.475,0.012
17.480,-0.111
17.485,-0.027
17.490,0.040
17.495,-0.086
17.500,-0.075
17.505,0.043
17.510,-0.043
17.515,-0.107
17.520,0.021
17.525,0.008
17.530,-0.116
17.535,-0.034
17.540,0.033
17.545,-0.092
17.550,-0.079
17.555,0.038
17.560,-0.046
17.565,-0.112
17.570,0.011
17.575,-0.001
17.580,-0.117
17.585,-0.031
17.590,0.036
17.595,-0.090
17.600,-0.080
17.605,0.042
17.610,-0.042
17.615,-0.110
17.620,0.017
17.625,0.006
17.630,-0.115
17.635,-0.032
17.640,0.036
17.645,-0.086
17.650,-0.073
17.655,0.046
17.660,-0.039
17.665,-0.106
17.670,0.019
17.675,0.008
17.680,-0.108
17.685,-0.020
17.690,0.043
17.695,-0.084
17.700,-0.069
17.705,0.049
17.710,-0.036
17.715,-0.101
17.720,0.024
17.725,0.014
17.730,-0.104
17.735,-0.020
17.740,0.047
17.745,-0.075
17.750,-0.066
17.755,0.045
17.760,-0.035
17.765,-0.093
17.770,0.037
17.775,0.027
17.780,-0.094
17.785,-0.009
17.790,0.057
17.795,-0.068
17.800,-0.056
17.805,0.062
17.810,-0.021
17.815,-0.083
17.820,0.041
17.825,0.027
17.830,-0.090
17.835,-0.003
17.840,0.063
17.845,-0.059
17.850,-0.047
17.855,0.069
17.860,-0.014
17.865,-0.083
17.870,0.043
17.875,0.037
17.880,-0.080
17.885,0.003
17.890,0.071
17.895,-0.056
17.900,-0.047
17.905,0.075
17.910,-0.008
17.915,-0.076
17.920,0.053
17.925,0.042
17.930,-0.079
17.935,0.004
17.940,0.068
17.945,-0.060
17.950,-0.050
17.955,0.068
17.960,-0.021
17.965,-0.092
17.970,0.035
17.975,0.023
17.980,-0.101
17.985,-0.029
17.990,0.024
17.995,-0.101
18.000,-0.087
18.005,0.026
18.010,-0.058
18.015,-0.114
18.020,0.020
18.025,0.025
18.030,-0.066
18.035,0.043
18.040,0.120
18.045,-0.001
18.050,0.013
18.055,0.127
18.060,0.038
18.065,-0.029
18.070,0.103
18.075,0.109
18.080,0.023
18.085,0.123
18.090,0.133
18.095,-0.135
18.100,-0.349
18.105,-0.484
18.110,-0.676
18.115,-0.603
18.120,-0.203
18.125,0.050
18.130,0.106
18.135,0.244
18.140,0.298
18.145,0.160
18.150,0.152
18.155,0.241
18.160,0.134
18.165,0.059
18.170,0.182
18.175,0.166
18.180,0.043
18.185,0.121
18.190,0.178
18.195,0.042
18.200,0.047
18.205,0.162
18.210,0.073
18.215,0.001
18.220,0.121
18.225,0.104
18.230,-0.019
18.235,0.063
18.240,0.126
18.245,-0.005
18.250,0.002
